timestamp,country,city,latitude,longitude,pm25,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed
25:17.6,US,New York,40.713,-74.006,38.005,25.92,23.383,4.869,42.954,0.884,76,14.901,30.594,4.689
25:17.6,US,New York,40.713,-74.006,56.954,75.045,29.837,9.541,54.198,1.17,113,31.289,43.279,5.264
25:17.6,US,New York,40.713,-74.006,56.922,86.466,21.25,7.787,38.624,1.16,113,22.738,35.424,7.063
25:17.6,US,New York,40.713,-74.006,54.651,41.774,26.963,8.461,62.397,1.283,109,19.498,29.831,6.677
25:17.6,US,New York,40.713,-74.006,49.362,87.63,42.622,10.317,59.281,0.621,106,25.706,34.213,7.491
25:17.6,US,New York,40.713,-74.006,36.695,121.616,20.502,7.02,34.875,1.09,121,31.469,73.541,5.179
25:17.6,US,New York,40.713,-74.006,33.073,101.316,27.264,5.323,26.093,0.528,101,11.524,72.022,9.539
25:17.6,US,New York,40.713,-74.006,27.04,129.462,36.214,4.929,53.409,0.574,129,30.286,66.425,8.91
25:17.6,US,New York,40.713,-74.006,31.14,38.293,43.933,0.221,43.526,0.755,109,13.762,34.12,8.814
25:17.6,US,New York,40.713,-74.006,60.56,63.448,47.08,7.569,53.451,0.66,121,5.175,81.239,7.122
25:17.6,US,New York,40.713,-74.006,43.347,60.078,29.8,5.121,33.756,0.597,86,36.287,34.515,9.988
25:17.6,US,New York,40.713,-74.006,9.159,40.718,43.378,1.136,55.258,0.384,108,34.857,55.495,4.796
25:17.6,US,New York,40.713,-74.006,24.582,54.865,27.669,6.068,70.059,0.712,69,27.052,61.843,8.004
25:17.6,US,New York,40.713,-74.006,60.768,80.058,28.523,5.186,59.795,0.603,121,11.774,68.507,0.744
25:17.6,US,New York,40.713,-74.006,22.522,111.308,25.565,4.773,47.249,0.656,111,31.041,40.447,5.006
25:17.6,US,New York,40.713,-74.006,22.819,44.81,34.01,4.025,72.56,0.727,85,11.439,47.593,7.521
25:17.6,US,New York,40.713,-74.006,34.911,61.065,23.065,5.959,69.458,0.763,69,30.752,28.463,2.294
25:17.6,US,New York,40.713,-74.006,27.682,57.714,39.407,3.983,26.519,0.233,98,13.661,50.039,4.532
25:17.6,US,New York,40.713,-74.006,56.166,70.246,50.209,11.169,63.496,0.678,125,25.63,48.823,7.557
25:17.6,US,New York,40.713,-74.006,24.61,36.188,17.424,7.383,40.406,0.223,49,35.366,26.694,6.779
25:17.6,US,New York,40.713,-74.006,78.186,114.005,17.993,5.932,18.151,0.845,156,31.779,49.093,8.211
25:17.6,US,New York,40.713,-74.006,11.681,53.624,18.018,7.006,41.113,0.865,53,24.324,86.619,6.402
25:17.6,US,New York,40.713,-74.006,25.484,96.251,58.445,7.448,76.351,0.526,146,20.197,50.635,6.268
25:17.6,US,New York,40.713,-74.006,59.945,114.072,27.078,2.843,34.088,0.948,119,11.177,77.287,2.631
25:17.6,US,New York,40.713,-74.006,26.529,66.301,18.262,6.462,46.331,0.985,66,30.605,53.889,2.248
25:17.6,US,New York,40.713,-74.006,35.562,76.8,22.621,7.258,50.045,0.908,76,24.089,29.574,3.119
25:17.6,US,New York,40.713,-74.006,73.874,44.322,19.12,4.94,54.381,1.242,147,22.676,26.321,6.815
25:17.6,US,New York,40.713,-74.006,51.692,77.303,8.327,0.975,41.808,1.092,103,32.228,55.503,7.228
25:17.6,US,New York,40.713,-74.006,20.754,80.578,60.375,5.552,49.239,0.923,150,5.06,65.591,1.298
25:17.6,US,New York,40.713,-74.006,76.53,35.49,38.587,5.023,38.581,0.679,153,28.228,50.499,3.611
25:17.6,US,New York,40.713,-74.006,33.328,55.664,28.292,3.785,12.588,1.157,70,28.686,75.572,3.865
25:17.6,US,New York,40.713,-74.006,32.527,53.617,49.013,2.937,26.616,0.71,122,8.942,56.382,7.915
25:17.6,US,New York,40.713,-74.006,57.455,52.812,31.647,3.113,41.12,1.027,114,19.859,66.015,5.854
25:17.6,US,New York,40.713,-74.006,55.224,79.443,30.411,3.066,33.943,0.64,110,14.847,33.324,7.638
25:17.6,US,New York,40.713,-74.006,54.734,98.852,36.63,4.437,11.521,0.743,109,28.252,86.323,5.577
25:17.6,US,New York,40.713,-74.006,60.71,53.811,25.817,9.094,67.278,0.865,121,25.987,49.813,4.834
25:17.6,US,New York,40.713,-74.006,62.463,24.303,44.652,4.594,50.699,0.442,124,14.528,79.084,9.735
25:17.6,US,New York,40.713,-74.006,44.035,103.115,25.952,2.999,49.267,0.755,103,31.494,89.275,7.818
25:17.6,US,New York,40.713,-74.006,47.872,68.135,41.918,6.042,29.832,0.516,104,20.146,86.324,8.256
25:17.6,US,New York,40.713,-74.006,36.689,86.584,50.438,9.495,47.109,0.625,126,24.958,55.9,9.68
25:17.6,US,New York,40.713,-74.006,26.373,111.711,29.563,5.189,47.966,0.722,111,7.049,56.853,4.455
25:17.6,US,New York,40.713,-74.006,0.219,69.858,55.764,6.026,21.694,0.925,139,27.463,25.437,0.579
25:17.6,US,New York,40.713,-74.006,57.806,33.228,38.732,4.692,55.561,0.968,115,23.919,65.441,8.848
25:17.6,US,New York,40.713,-74.006,25.858,76.097,64.099,5.627,18.401,0.971,160,15.396,41.138,8.415
25:17.6,US,New York,40.713,-74.006,32.181,77.781,54.809,4.703,52.167,0.426,137,17.032,41.934,4.869
25:17.6,US,New York,40.713,-74.006,47.775,94.792,33.106,5.99,38.555,0.976,95,6.228,44.644,7.003
25:17.6,US,New York,40.713,-74.006,21.925,80.856,7.108,7.844,36.763,1.367,80,33.885,83.952,0.622
25:17.6,US,New York,40.713,-74.006,58.098,79.046,16.895,7.47,67.202,0.897,116,25.301,77.452,3.974
25:17.6,US,New York,40.713,-74.006,56.438,99.432,32.217,3.209,83.793,0.97,112,30.385,63.297,3.099
25:17.6,US,New York,40.713,-74.006,51.715,51.86,27.925,9.707,67.282,0.734,103,16.477,75.633,7.517
25:17.6,US,New York,40.713,-74.006,40.756,83.722,21.832,9.656,56.654,0.751,83,13.435,47.124,2.685
25:17.6,US,New York,40.713,-74.006,44.018,93.539,47.436,6.935,66.298,1.056,118,32.176,45.352,6.746
25:17.6,US,New York,40.713,-74.006,39.258,62.328,27.687,0.748,46.105,0.775,78,33.29,55.734,2.443
25:17.6,US,New York,40.713,-74.006,46.03,114.838,16.453,3.605,45.076,0.757,114,9.45,72.691,1.629
25:17.6,US,New York,40.713,-74.006,32.982,71.368,23.907,2.561,47.406,1.248,71,34.539,51.105,8.904
25:17.6,US,New York,40.713,-74.006,45.804,65.931,21.763,4.892,77.353,0.452,91,31.841,38.068,9.378
25:17.6,US,New York,40.713,-74.006,35.328,62.186,29.957,1.605,32.421,0.755,74,27.732,60.889,4.334
25:17.6,US,New York,40.713,-74.006,83.676,83.653,33.346,2.594,83.375,0.598,167,19.683,37.565,1.764
25:17.6,US,New York,40.713,-74.006,40.081,98.158,48.832,3.014,70.108,0.852,122,36.859,86.703,9.652
25:17.6,US,New York,40.713,-74.006,45.648,147.672,30.754,6.384,69.368,1.131,147,22.646,29.746,9.635
25:17.6,US,New York,40.713,-74.006,43.207,103.347,50.629,0.411,52.673,0.719,126,30.073,67.635,5.011
25:17.6,US,New York,40.713,-74.006,20.755,90.684,58.253,10.894,52.728,0.831,145,28.571,39.585,6.231
25:17.6,US,New York,40.713,-74.006,35.931,43.384,39.932,2.461,40.926,0.537,99,29.834,54.072,4.138
25:17.6,US,New York,40.713,-74.006,67.381,103.299,21.983,4.811,36.504,0.944,134,15.349,37.076,7.005
25:17.6,US,New York,40.713,-74.006,41.479,83.333,20.479,9.707,34.635,1.034,83,17.854,43.96,3.208
25:17.6,US,New York,40.713,-74.006,48.337,55.593,38.155,6.559,53.796,0.788,96,16.909,71.99,3.042
25:17.6,US,New York,40.713,-74.006,33.795,22.011,47.34,10.08,32.915,1.293,118,16.298,50.689,5.511
25:17.6,US,New York,40.713,-74.006,48.551,92.922,13.502,8.968,27.779,0.609,97,19.288,89.311,2.085
25:17.6,US,New York,40.713,-74.006,33.058,46.469,20.389,6.138,58.852,1.034,66,8.441,47.916,6.543
25:17.6,US,New York,40.713,-74.006,23.627,61.221,9.9,5.922,43.022,0.788,61,10.074,41.771,5.884
25:17.6,US,New York,40.713,-74.006,39.342,65.684,33.262,6.607,47.61,1.136,83,16.82,58.183,4.11
25:17.6,US,New York,40.713,-74.006,39.539,61.829,50.921,5.667,43.709,0.556,127,11.806,35.216,9.752
25:17.6,US,New York,40.713,-74.006,9.51,93.928,24.667,8.939,55.921,1.163,93,26.346,47.456,3.513
25:17.6,US,New York,40.713,-74.006,38.914,87.229,35.253,7.601,47.298,1.124,88,26.588,68.878,3.616
25:17.6,US,New York,40.713,-74.006,56.957,57.641,19.533,5.893,26.89,0.546,113,34.315,26.72,8.024
25:17.6,US,New York,40.713,-74.006,28.589,46.458,1.252,4.613,54.452,1.019,57,28.134,27.374,2.585
25:17.6,US,New York,40.713,-74.006,42.609,74.163,35.768,6.772,54.691,0.065,89,14.668,35.436,2.708
25:17.6,US,New York,40.713,-74.006,10.951,47.31,28.794,8.218,53.643,1.071,71,24.042,42.649,1.914
25:17.6,US,New York,40.713,-74.006,41.645,70.341,25.235,4.49,57.579,0.51,83,32.179,87.158,9.453
25:17.6,US,New York,40.713,-74.006,22.317,112.149,50.515,4.308,43.567,0.875,126,6.048,65.936,0.994
25:17.6,US,New York,40.713,-74.006,49.749,68.495,25.153,7.791,43.398,0.413,99,13.787,42.523,1.952
25:17.6,US,New York,40.713,-74.006,63.994,67.237,37.392,8.483,40.692,0.725,127,36.977,86.546,0.6
25:17.6,US,New York,40.713,-74.006,44.231,38.614,39.244,6.934,61.958,0.665,98,16.481,58.928,9.25
25:17.6,US,New York,40.713,-74.006,28.522,21.173,40.643,9.547,62.634,0.834,101,26.9,59.257,8.763
25:17.6,US,New York,40.713,-74.006,36.495,61.453,14.649,9.434,30.181,1.166,72,16.934,60.882,6.89
25:17.6,US,New York,40.713,-74.006,51.608,70.146,44.882,5.823,34.214,0.85,112,7.386,56.542,6.889
25:17.6,US,New York,40.713,-74.006,21.001,63.623,49.72,5.691,41.521,0.117,124,20.527,67.073,3.338
25:17.6,US,New York,40.713,-74.006,4.066,75.539,31.135,3.168,34.776,1.04,77,26.748,35.379,9.21
25:17.6,US,New York,40.713,-74.006,96.012,102.666,38.339,6.486,42.027,1.643,192,32.786,32.631,6.679
25:17.6,US,New York,40.713,-74.006,22.129,121.261,21.566,4.241,103.016,0.982,121,21.713,52.872,4.386
25:17.6,US,New York,40.713,-74.006,45.299,117.314,39.293,9.391,39.892,1.032,117,15.49,30.634,9.538
25:17.6,US,New York,40.713,-74.006,37.035,108.579,24.765,1.3,47.434,0.802,108,33.885,75.688,9.448
25:17.6,US,New York,40.713,-74.006,26.713,72.748,23.417,6.718,49.514,1.078,72,14.241,61.652,8.828
25:17.6,US,New York,40.713,-74.006,63.443,58.686,45.08,3.815,45.784,0.477,126,30.801,65.202,3.285
25:17.6,US,New York,40.713,-74.006,47.483,33.834,39.133,5.523,41.229,0.725,97,5.572,45.18,0.796
25:17.6,US,New York,40.713,-74.006,43.551,91.285,23.117,6.626,48.696,0.595,91,8.981,63.107,9.577
25:17.6,US,New York,40.713,-74.006,25.386,96.067,43.729,4.17,57.17,0.501,109,37.709,64.992,7.35
25:17.6,US,New York,40.713,-74.006,53.854,104.506,20.02,3.176,61.281,1.003,107,29.252,31.022,1.211
25:17.6,US,New York,40.713,-74.006,2.562,111.317,38.457,3.755,53.065,1.116,111,30.123,45.506,6.208
25:17.6,US,New York,40.713,-74.006,23.89,91.937,45.792,6.57,39.43,0.685,114,5.117,63.234,0.606
25:17.6,US,New York,40.713,-74.006,55.753,90.865,33.195,7.408,41.24,0.636,111,22.43,30.602,2.749
25:17.6,US,New York,40.713,-74.006,19.064,61.145,14.431,3.87,43.535,0.785,61,31.423,89.537,5.752
25:17.6,US,New York,40.713,-74.006,41.064,50.735,47.072,5.682,55.515,0.745,117,22.602,55.352,6.543
25:17.6,US,New York,40.713,-74.006,43.444,87.566,43.315,7.984,45.743,0.647,108,30.819,40.784,0.712
25:17.6,US,New York,40.713,-74.006,32.596,72.185,43.875,7.424,0.114,0.46,109,9.352,66.089,7.45
25:17.6,US,New York,40.713,-74.006,27.667,52.42,25.698,4.381,58.981,0.816,64,34.853,75.484,7.365
25:17.6,US,New York,40.713,-74.006,60.382,94.844,32.768,5.998,33.929,0.856,120,15.677,61.765,9.855
25:17.6,US,New York,40.713,-74.006,47.619,84.987,13.564,7.072,25.379,0.844,95,30.831,78.143,3.952
25:17.6,US,New York,40.713,-74.006,35.465,74.566,17.18,10.228,57.986,0.374,74,12.461,69.176,2.892
25:17.6,US,New York,40.713,-74.006,4.38,48.672,36.032,3.568,19.958,0.985,90,32.788,80.887,9.509
25:17.6,US,New York,40.713,-74.006,43.419,96.413,38.334,7.509,54.024,1.148,96,26.823,29.928,1.79
25:17.6,US,New York,40.713,-74.006,40.809,52.221,39.952,11.323,51.376,0.373,99,8.947,82.517,9.374
25:17.6,US,New York,40.713,-74.006,60.939,59.278,53.906,8.062,27.677,1.039,134,14.03,76.309,4.082
25:17.6,US,New York,40.713,-74.006,49.581,74.809,20.158,8.376,56.004,1.003,99,26.014,80.769,9.23
25:17.6,US,New York,40.713,-74.006,21.463,82.516,48.089,2.348,57.475,0.681,120,9.072,61.87,1.948
25:17.6,US,New York,40.713,-74.006,69.921,54.57,16.212,3.17,70.288,0.632,139,8.366,59.187,1.428
25:17.6,US,New York,40.713,-74.006,26.629,76.164,45.637,4.673,58.924,0.592,114,29.717,54.148,0.673
25:17.6,US,New York,40.713,-74.006,18.918,100.436,14.764,4.221,58.472,0.476,100,24.029,37.602,8.011
25:17.6,US,New York,40.713,-74.006,41.483,21.506,40.423,5.089,29.241,0.926,101,8.464,80.52,9.842
25:17.6,US,New York,40.713,-74.006,34.868,50.168,42.922,5.237,77.798,0.746,107,27.769,39.224,1.842
25:17.6,US,New York,40.713,-74.006,38.444,99.547,19.974,6.803,45.664,1.265,99,6.724,35.66,2.389
25:17.6,US,New York,40.713,-74.006,44.532,64.411,30.959,7.172,56.25,1.081,89,24.193,80.678,6.971
25:17.6,US,New York,40.713,-74.006,15.343,59.671,40.878,6.02,51.304,0.703,102,21.233,70.602,2.04
25:17.6,US,New York,40.713,-74.006,47.486,103.364,36.857,4.876,56.89,0.718,103,32.188,51.827,1.22
25:17.6,US,New York,40.713,-74.006,65.824,96.095,39.441,8.986,39.719,0.737,131,22.47,62.204,2.57
25:17.6,US,New York,40.713,-74.006,33.323,56.405,30.298,1.777,70.928,0.77,75,11.74,31.935,0.648
25:17.6,US,New York,40.713,-74.006,55.887,53.207,35.772,3.6,89.492,0.977,111,11.197,53.127,3.078
25:17.6,US,New York,40.713,-74.006,43.239,71.294,26.916,6.412,41.449,0.777,86,36.028,63.101,9.936
25:17.6,US,New York,40.713,-74.006,32.981,90.472,4.891,6.073,34.687,0.976,90,6.43,40.777,9.852
25:17.6,US,New York,40.713,-74.006,44.957,70.989,26.44,6.68,45.438,0.385,89,21.73,33.685,9.596
25:17.6,US,New York,40.713,-74.006,39.265,101.264,48.607,7.091,90.709,0.818,121,5.376,74.886,1.369
25:17.6,US,New York,40.713,-74.006,18.762,100.1,22.786,4.023,41.588,0.921,100,26.107,48.701,8.029
25:17.6,US,New York,40.713,-74.006,25.932,53.428,26.946,5.268,48.066,0.408,67,24.279,82.38,9.899
25:17.6,US,New York,40.713,-74.006,46.424,31.588,24.787,6.561,34.423,0.672,92,24.745,48.619,5.305
25:17.6,US,New York,40.713,-74.006,22.835,124.933,27.212,8.032,38.089,0.876,124,17.821,49.029,5.599
25:17.6,US,New York,40.713,-74.006,38.043,72.495,58.111,7.495,29.245,0.397,145,11.283,83.318,5.448
25:17.6,US,New York,40.713,-74.006,47.761,56.463,48.466,3.84,47.771,1.189,121,33.661,35.009,3.237
25:17.6,US,New York,40.713,-74.006,49.317,84.095,29.538,5.429,45.069,0.644,98,30.36,72.204,3.191
25:17.6,US,New York,40.713,-74.006,22.21,105.002,28.526,6.587,48.504,1.078,105,10.329,45.745,0.984
25:17.6,US,New York,40.713,-74.006,75.651,93.09,29.7,9.566,58.403,0.546,151,29.64,50.877,5.424
25:17.6,US,New York,40.713,-74.006,33.331,79.701,22.409,6.541,39.094,1.393,79,10.119,25.297,8
25:17.6,US,New York,40.713,-74.006,38.366,63.795,20.173,4.443,67.742,0.625,76,34.021,39.811,6.458
25:17.6,US,New York,40.713,-74.006,51.058,82.044,32.185,11.307,37.255,1.063,102,17.592,41.192,8.336
25:17.6,US,New York,40.713,-74.006,29.101,22.949,51.362,7.183,51.727,0.602,128,12.824,66.167,5.814
25:17.6,US,New York,40.713,-74.006,42.701,71.624,33.025,6.279,29.989,0.542,85,5.229,88.293,6.395
25:17.6,US,New York,40.713,-74.006,43.144,87.749,35.238,7.518,52.505,1.224,88,25.624,44.308,9.613
25:17.6,US,New York,40.713,-74.006,57.414,97.5,51.659,2.742,52.998,1.24,129,24.451,30.025,2.18
25:17.6,US,New York,40.713,-74.006,34.182,66.361,27.819,1.228,38.187,0.945,69,11.909,64.245,8.617
25:17.6,US,New York,40.713,-74.006,37.624,68.843,27.694,6.546,51.989,0.878,75,14.939,70.749,1.241
25:17.6,US,New York,40.713,-74.006,44.062,78.464,17.317,8.512,33.979,0.825,88,26.699,43.706,5.738
25:17.6,US,New York,40.713,-74.006,32.068,31.466,58.377,2.95,42.942,0.793,145,11.303,63.487,2.4
25:17.6,US,New York,40.713,-74.006,40.269,48.789,5.748,5.035,52.005,0.654,80,10.603,48.53,5.464
25:17.6,US,New York,40.713,-74.006,26.902,103.526,47.098,4.598,61.786,0.45,117,32.68,45.042,1.816
25:17.6,US,New York,40.713,-74.006,52.567,68.041,11.788,5.985,41.735,0.753,105,24.303,73.134,2.024
25:17.6,US,New York,40.713,-74.006,11.377,103.254,20.108,5.946,37.026,1.113,103,28.428,50.674,1.076
25:17.6,US,New York,40.713,-74.006,29.273,83.164,21.265,5.818,50.029,0.354,83,28.941,53.91,8.587
25:17.6,US,New York,40.713,-74.006,26.072,34.653,15.32,5.256,38.097,1.106,52,20.28,86.385,5.871
25:17.6,US,New York,40.713,-74.006,25.908,57.131,21.27,6.154,53.247,0.664,57,29.851,81.078,6.579
25:17.6,US,New York,40.713,-74.006,66.706,36.434,14.805,11.517,58.37,0.664,133,37.694,51.221,4.622
25:17.6,US,New York,40.713,-74.006,21.629,74.393,33.177,2.229,60.676,1.035,82,16.451,39.317,2.748
25:17.6,US,New York,40.713,-74.006,62.987,28.095,51.113,5.096,57.86,0.955,127,8.73,61.083,5.513
25:17.6,US,New York,40.713,-74.006,38.359,108.695,21.277,0.985,51.463,0.741,108,11.664,37.035,0.501
25:17.6,US,New York,40.713,-74.006,18.1,51.992,51.073,8.75,37.241,0.89,127,23.631,79.799,1.499
25:17.6,US,New York,40.713,-74.006,40.57,33.496,44.47,7.009,41.675,0.746,111,20.967,49.493,1.248
25:17.6,US,New York,40.713,-74.006,30.543,86.945,35.287,8.625,45.845,0.803,88,13.877,39.579,0.594
25:17.6,US,New York,40.713,-74.006,84.02,82.172,27.977,2.662,26.646,0.534,168,21.036,60.274,3.584
25:17.6,US,New York,40.713,-74.006,56.447,38.288,17.09,2.604,47.67,1.243,112,22.127,68.683,0.838
25:17.6,US,New York,40.713,-74.006,34.787,70.496,48.552,2.123,66.973,1.215,121,18.696,37.451,8.881
25:17.6,US,New York,40.713,-74.006,62.297,82.269,28.503,9.136,64.015,0.441,124,36.606,31.569,0.653
25:17.6,US,New York,40.713,-74.006,17.688,112.586,18.257,5.669,34.701,0.671,112,15.583,88.651,8.95
25:17.6,US,New York,40.713,-74.006,49.974,51.775,71.926,5.63,38.331,0.383,179,22.125,44.262,4.973
25:17.6,US,New York,40.713,-74.006,21.788,3.259,26.89,2.793,42.584,1.304,67,32.277,43.529,1.948
25:17.6,US,New York,40.713,-74.006,69.917,68.128,52.479,3.466,56.998,0.571,139,19.135,75.293,8.035
25:17.6,US,New York,40.713,-74.006,46.633,58.539,65.824,6.58,51.101,0.995,164,19.835,85.392,5.577
25:17.6,US,New York,40.713,-74.006,23.047,80.548,21.667,6.213,58.43,0.469,80,31.363,32.61,7.7
25:17.6,US,New York,40.713,-74.006,16.982,59.901,21.663,5.402,21.324,0.875,59,22.315,86.956,4.159
25:17.6,US,New York,40.713,-74.006,44.511,82.868,16.03,2.837,60.202,0.935,89,18.294,81.436,2.629
25:17.6,US,New York,40.713,-74.006,19.786,90.091,32.319,9.785,30.011,0.788,90,37.441,71.066,9.34
25:17.6,US,New York,40.713,-74.006,43.291,66.811,29.978,1.872,24.263,0.985,86,30.295,57.823,2.918
25:17.6,US,New York,40.713,-74.006,62.357,109.946,37.236,3.31,45.606,1.045,124,22.328,45.705,1.839
25:17.6,US,New York,40.713,-74.006,17.14,109.137,28.092,12.139,60.609,0.569,109,26.806,30.624,2.154
25:17.6,US,New York,40.713,-74.006,36.372,102.275,46.25,7.575,59.961,0.771,115,33.846,62.602,1.452
25:17.6,US,New York,40.713,-74.006,41.122,6.771,41.599,4.763,38.131,0.864,103,13.596,79.207,4.544
25:17.6,US,New York,40.713,-74.006,86.504,49.989,37.27,4.219,41.74,0.926,173,27.29,65.419,4.918
25:17.6,US,New York,40.713,-74.006,52.983,98.018,53.473,4.73,29.983,0.887,133,20.82,25.825,7.868
25:17.6,US,New York,40.713,-74.006,74.786,120.579,67.147,7.62,69.464,0.305,167,13.877,53.443,7.924
25:17.6,US,New York,40.713,-74.006,11.568,77.683,36.3,6.136,52.109,0.388,90,9.153,81.884,5.635
25:17.6,US,New York,40.713,-74.006,40.301,62.005,33.193,5.783,53.016,0.997,82,16.659,79.677,4.929
25:17.6,US,New York,40.713,-74.006,48.687,101.233,38.762,10.111,55.509,0.674,101,29.257,86.383,6.076
25:17.6,US,New York,40.713,-74.006,57.603,94.988,32.559,2.545,60.307,0.497,115,13.532,56.212,3.761
25:17.6,US,New York,40.713,-74.006,11.517,17.932,46.533,3.971,69.997,0.376,116,19.884,64.982,3.357
25:17.6,US,New York,40.713,-74.006,64.762,52.242,29.22,8.118,62.519,0.863,129,31.882,81.144,0.982
25:17.6,US,New York,40.713,-74.006,16.554,34.407,27.385,5.298,64.543,1.311,68,6.524,84.728,3.249
25:17.6,US,New York,40.713,-74.006,34.019,70.109,48.289,4.974,43.74,0.901,120,12.017,87.657,2.202
25:17.6,US,New York,40.713,-74.006,20.07,79.645,42.194,4.255,56.62,0.45,105,33.109,84.023,5.472
25:17.6,US,New York,40.713,-74.006,83.801,45.363,27.055,4.102,48.432,1.184,167,28.192,60.503,7.916
25:17.6,US,New York,40.713,-74.006,44.263,46.606,53.622,2.353,51.658,0.685,134,24.77,67.805,2.35
25:17.6,US,New York,40.713,-74.006,55.956,66.934,38.978,9.092,48.393,0.823,111,10.261,83.363,7.719
25:17.6,US,New York,40.713,-74.006,61.857,61.895,28.014,2.888,39.36,0.942,123,26.934,43.302,6.274
25:17.6,US,New York,40.713,-74.006,33.915,73.627,18.67,0.154,32.736,0.705,73,17.892,30.792,3.815
25:17.6,US,New York,40.713,-74.006,18.856,38.391,39.646,1.726,64.926,0.742,99,21.46,47.344,6.206
25:17.6,US,New York,40.713,-74.006,50.75,117.138,32.574,8.172,50.872,0.769,117,29.839,25.87,3.963
25:17.6,US,New York,40.713,-74.006,44.25,83.417,1.819,9.634,63.057,0.111,88,17.197,32.595,0.591
25:17.6,US,New York,40.713,-74.006,87.624,50.186,23.469,4.497,53.684,0.861,175,5.156,66.872,8.07
25:17.6,US,New York,40.713,-74.006,25.826,73.59,22.335,8.679,26.322,0.838,73,13.848,75.246,3.01
25:17.6,US,New York,40.713,-74.006,6.845,143.311,37.462,8.311,33.774,0.64,143,34.49,40.955,3.728
25:17.6,US,New York,40.713,-74.006,58.059,63.149,47.419,3.916,30.442,0.806,118,20.777,79.201,5.546
25:17.6,US,New York,40.713,-74.006,33.506,27.819,45.577,4.121,67.167,0.955,113,36.186,54.369,5.405
25:17.6,US,New York,40.713,-74.006,46.435,91.429,34.03,5.308,55.988,0.78,92,8.57,87.145,8.68
25:17.6,US,New York,40.713,-74.006,44.707,89.114,37.76,3.509,30.635,0.845,94,37.17,42.843,0.743
25:17.6,US,New York,40.713,-74.006,41.154,100.701,31.447,1.793,33.53,0.565,100,13.526,60.643,3.099
25:17.6,US,New York,40.713,-74.006,11.196,66.924,57.087,2.477,63.859,0.643,142,18.79,67.006,8.241
25:17.6,US,New York,40.713,-74.006,43.325,78.94,44.045,4.99,50.875,0.622,110,8.474,89.281,9.439
25:17.6,US,New York,40.713,-74.006,47.932,66.301,26.611,5.525,63.845,0.794,95,16.883,47.441,5.849
25:17.6,US,New York,40.713,-74.006,31.246,68.183,28.83,6.607,53.838,0.694,72,23.654,34.157,8.687
